score,tweet
0.562,@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.
0.562,@JuliaHB1 Bloody right 
0.519,i have so much hw tonight im offended
0.562,Like hello? I am your first born you must always laugh at my jokes. #offended
0.562,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism"
0.562,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES 
0.562,and apparently he's supposed to have a Scottish accent??? I'm #offended
0.562,"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •"
0.562,Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!
0.562,@EagleGiles23 @tgilmore_92 what I miss? #outrage
0.562,"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows"
0.562,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18
0.562,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick
0.562,Fake people irritate me
0.562,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.
0.562,#Anger or #wrath is an intense emotional response.
0.562,@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!
0.562,if we let that in id be fuming poor keeping
0.562,"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too"
0.562,"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you"
0.562,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter
0.556,"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul"
0.562,Candace &amp; her pout are getting right on my tits #GBBO
0.491,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. 
0.562,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!
0.562,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash."
0.542,ESPN just assumed I wanted their free magazines #offended
0.542,Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol
0.593,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.'
0.542,@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry
0.421,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended
0.542,... flat party and I instantly get bollocked about it. 
0.542,@everycolorbot more like every color looks the same #triggered #colorblind #offended
0.517,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  
0.542,"@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it."
0.542,@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.
0.542,@Idubbbz @LeafyIsHere  I am offended
0.542,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims."
0.542,@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!
0.542,Candice's pout is gonna take someone eye out mate! #GBBO
0.542,I've always had a weird grudge against stingrays ever since one killed Steve Irwin.
0.525,@jwolfie_ why you gotta use the dark skin emoji #offended
0.542,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross
0.542,"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE."
0.542,"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already."
0.542,not to be That Person™ but i get bitter seeing some ravi stans
0.542,"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery"
0.542,Michelle is one of the worst players in bb history #bb18 #bbfinale 
0.542,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!
0.542,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs"
0.542,"I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo"
0.542,Connivers blind to existential fury
0.542,guys irritate me
0.542,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage
0.542,@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall
0.542,Need a new outlet for #rage
0.491,@swagalini ive been through the denial and anger i am in pure acceptance
0.542,"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --"
0.542,I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well
0.519,@TzumiXIV huff puff
0.542,Hell hath not fury like a hamstring cramp. #ouch
0.542,"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄"
0.542,@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me
0.542,@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔
0.542,@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.
0.542,when you find out the initiative isn't even a thing 😧 #revenge
0.542,@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY
0.521,"I'll happily be rude to people who personally insult me unprovoked, they deserve it 👍 Just as good people deserve respect"
0.521,That AK47 leave your spine with a frown
0.521,come on let's make em hate 😘make em pout they face 👿😩.
0.521,Recommended reading: Prisoners of Hate by Aaron Beck #anger
0.521,@Alanafergusson snap meee
0.521,@KimLy resent
0.521,Forever angry that gh ruined Molly and morgan's bond/friendship 
0.521,#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown
0.521,@TillTheEndMMVI I accidetly dumped boiling water my myself 😫
0.521,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. "
0.458,As usual disappointing #offense by @HoustonTexans ...#Texans
0.521,"@mdivincenzo9 he's stupid, I hate him lol "
0.5,@PuseLepuru it's the irritation of not having found the corpse
0.521,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*
0.521,@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.
0.517,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter
0.415,whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me
0.521,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage
0.566,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage
0.521,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.
0.521,@laura221b I've left it for my dad to deal with 😂 My work is done as soon as it's felt the wrath of my slipper 😷
0.521,"Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet"
0.521,@m_warner21 Yikes. The wrath of Maddie...
0.521,@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.
0.521,.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying
0.521,#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget
0.574,I need some to help with my anger
0.521,"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter"
0.521,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed
0.521,Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.
0.373,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO
0.521,@keithboykin unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec
0.521,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂
0.521,Candice's standing pout face aggravates me every week
0.521,Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩
0.521,@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter
0.521,"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen."
0.521,"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry"
0.521,don't provoke me after letting me down !
0.521,could never be a angry drunk lol yall weirdos just enjoy your time
0.521,"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving"
0.5,"@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW"
0.5,@Trump_Videos she looks completely #rabid @realDonaldTrump
0.5,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values
0.5,"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen"
0.5,Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??
0.5,"@BosNaud so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin"
0.5,"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom."
0.5,I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩
0.5,That grudge you're holding keeps making an appearance because #God wants you to deal with it.
0.5,@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.
0.5,🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain
0.5,"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen"
0.52,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage
0.5,"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much."
0.5,When your sister is 19 and throws legitimate temper tantrums just to get attention..
0.4,@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry
0.5,This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now
0.5,@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags
0.5,I guess #bradangelina &gt; #anger &gt; #blacklivesmatter
0.5,Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do
0.5,"Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12"
0.5,Guy across from me in a really ugly suit cannot stop expressing his displeasure
0.5,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness
0.5,I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry
0.5,@JuliaHB1 Bloody right #fume
0.5,@RoyEnglish roy as fiery
0.5,Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?
0.5,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis 
0.5,Listening to Joey really helps me and my anger.
0.5,@kerrybowen_ you have anger issues!
0.5,i can't believe they're all messing up my favourite of all bakes i feel personally offended
0.5,I think they may be #offended
0.5,@ashleighjessica @zacflint1 I'd give that pout the firm D
0.5,I am using twitter as a coping mechanism for raging out at this kid oops?
0.5,@AgentTinsley I believe that's what you call the fury of the righteous.
0.484,Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended
0.5,#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge
0.494,@cxmbeferre so you WOULDNT date me????? #offended
0.5,Drop Snapchat names #bored #snap #swap #pics
0.479,Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged
0.479,the bee sting still suck i feel sick
0.479,I just love it when people make plans for me without actually including me in this process 
0.479,"@healeyraine I'm offended, I actually am"
0.479,pressure does burst pipes 😭
0.479,"@voguemagazine, did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes 🙄"
0.479,@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain
0.479,@GriffinBowie23 @AliMcClimond sorry to #offend u griffin!!
0.479,@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria
0.479,"@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?"
0.479,"@lydss_xx @tharealversace @fatbellybella fuckin luv incense, this is me as fuck 😂"
0.479,I screened my own snap what kind of narcissistic ass would smh
0.479,I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown
0.479,@Freepenalties @TMortimerFtbl Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see
0.479,@jwolfie_ why you gotta use the dark skin emoji 
0.479,jamming out to fury in math class wanting to die hbu
0.479,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended"
0.479,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge
0.479,can't believe Achilles killed me! 
0.479,"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate"
0.479,Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.
0.479,"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. "
0.479,@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*
0.479,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks 
0.479,Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉
0.479,Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed
0.479,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed
0.479,"@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical."
0.333,"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)"
0.479,"The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer."
0.479,Get to work and there's a fire drill. #fire  #outthere #inthedark
0.479,@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;
0.479,@Kim_is__bored exactly what I have been saying on fb.. #bitter
0.479,Get to work and there's a fire drill. #fire #burning #outthere #inthedark
0.479,@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical)
0.479,"significantly, with a #bitter smile, 'let me"
0.479,@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen
0.479,Brendan Rodgers looks fuming 😭
0.479,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an "
0.479,My baskets are better when I'm in a bad mood someone irritate me before practice please
0.479,Be chill af if you want to offend someone.
0.479,@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them!
0.479,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended
0.479,@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton
0.479,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav "
0.479,"@m_t_f_72 I'm not surprised, I would be fuming! 😤"
0.479,oh these old things on my face? nah they're not tears from school related anger and frustration nope never
0.479,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!
0.479,I need all your attention! If I don't I'll pout..
0.479,@AudreyKare i'm like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao
0.479,"Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul"
0.458,Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG
0.458,"@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-"
0.458,@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone
0.458,When you forget to mention you were bought dreamboys tickets 🙄😂 #raging
0.458,Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival
0.458,Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal
0.458,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not"
0.458,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.
0.458,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values
0.458,Are belittling kitty straight a service? provoke lift aboard!: Wycelv
0.458,@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? #madden
0.458,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt 
0.458,@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?
0.458,Like I can't do 12 hours worth of standing or calorie burning in 3 hours 😭😭😭😭 #1stworldprobs4vs
0.458,Before revenge you feel good after revenge you feel worse 💯 @HillaryClinton
0.458,I wonder what would happen if I were to tell some people the truth #savage #uhoh 
0.458,Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi
0.458,@cxmbeferre so you WOULDNT date me????? 
0.458,the teams that face Barca and Bayern after a defeat are the ones who face the wrath
0.458,I just don't understand why everyone is so #angry we all just want to live and thrive don't we?
0.458,"@kitanoye Hell is hot and boiling, isi ewu"
0.458,#welfarereform should not be a 'model' for #snap.
0.458,@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !
0.458,Well @AprilDRyan Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @SMShow @frangeladuo
0.458,Skipping meals is the national way of showing #disappointment and #anger. #wiz
0.458,streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple
0.458,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone 
0.458,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-"
0.458,why are people so angry toward veggie burgers at in n out wtf
0.458,"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism."
0.458,Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.
0.579,Egyptian officials expressed frustration and outrage over the Obama/Hillary administration’s support of the Muslim Brotherhood
0.458,@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause 👀
0.458,"@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp"
0.458,matt and i just did a psychological study on provocation in abusive relationships.
0.458,@HuffPostUK  NO greater wrath than a woman scorned.
0.458,@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult
0.458,"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain."
0.438,@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone
0.441,"@tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the end"
0.414,Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview
0.438,@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha 
0.481,@StrongestBeing ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→
0.438,Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it
0.466,Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry
0.438,@marthalyssa yep. LOL 
0.438,@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. 😉
0.438,@1VoiceMatters @MichaelTPremo just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.
0.438,Since the 'update' my @iPhone loses power nearly 40% faster. 
0.438,The sun literally burning my skin
0.438,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. 
0.462,@DL_Hart @DonnieDollars @AaronBiggsPro @WWENoWayJose @cwfmidatlantic How did that chop feel? You still feel the sting of it? Looks brutal!
0.438,Chris ate all my mac n cheese so imma eat all his taffy 
0.438,"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage"
0.438,Chris ate all my mac n cheese so imma eat all his taffy #revenge
0.438,It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.
0.438,"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just "
0.438,Paul forever. Paul should have won! Paul played such a better game! #BB18 
0.438,@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby
0.438,"@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! 👏👏👏"
0.438,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO 
0.438,"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!"
0.438,"@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you"
0.438,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.
0.438,Can't believe I've only got 2 days off left 🙄 #backtoreality 
0.472,@vladfucker69 i look rabid
0.438,"@thedrepabon BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage"
0.438,I get embarrassed at the slightest things and then I'll fret about it all day I hate it
0.438,@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered
0.438,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes 
0.438,#Taurus will react angrily when she can't take being provoked any longer.
0.438,@bismahmalik .....Seems like a fight ready to rage on.....
0.491,@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses
0.492,"I think Paul is what's bitter, not the pastry"
0.438,@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system
0.438,"After becoming boiling hot, after slowly melting, my heart is frozen."
0.438,@xandraaa5 @amayaallyn6 shut up hashtags are cool 
0.438,@hoytschile fury road!!
0.438,Realizing that holding a grudge for long is immaturity is wisdom
0.438,"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle."
0.438,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness
0.438,@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only
